"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-769-5p",17.2696002780526,-7.61894058635544,1.15685649914887,-6.58589945422003,4.52139735511116e-11,1.4594065907331e-10
"hsa-mir-485",8.56458750272528,7.1996371781788,1.09582787478973,6.57004383974108,5.03004502219297e-11,1.61461666181995e-10
"hsa-miR-382-5p",20.525973399753,-8.55852703797568,1.31479432042352,-6.5094037181563,7.54496961982486e-11,2.40858645555948e-10
"hsa-miR-589-5p",18.3716049844181,-6.82309917427251,1.05000010091125,-6.49818906526867,8.12926026966011e-11,2.58092908014892e-10
"hsa-mir-493",10.4957973677013,7.47643197826177,1.15522392413827,6.47184655895933,9.68124093438856e-11,3.05695705591291e-10
"hsa-miR-96-5p",14.1911289915967,-5.92362909902945,0.916454298631805,-6.46363829366393,1.0221503285899e-10,3.21010454546341e-10
"hsa-mir-93",8.32727537444708,7.15381776248053,1.11659131163743,6.40683631327004,1.48570173306752e-10,4.64082100490444e-10
"hsa-mir-221",12.6953970092637,7.73884814796219,1.21556758878159,6.36644824967662,1.93455529650008e-10,6.01057019928633e-10
"hsa-miR-22-5p",23.0537996366436,-9.00993283007558,1.42560715848464,-6.32006705104706,2.61449835109375e-10,8.0799124573695e-10
"hsa-miR-511-5p",11.2421793634921,-7.55755185215107,1.20248927729222,-6.28492244784857,3.28017395296974e-10,1.00834977072774e-09
"hsa-mir-654",9.84374796740966,7.38005877768145,1.17536953944878,6.27892635463612,3.40919018546098e-10,1.04249447250149e-09
"hsa-mir-194-1",6.05482991755715,6.71005545568066,1.07962825983812,6.21515359063197,5.12744712429432e-10,1.55971035560995e-09
"hsa-mir-126",3.11882377877752,5.80691370331393,0.935783003981525,6.2054062518842,5.45557855857004e-10,1.65088080340062e-09
"hsa-mir-145",7.82991696087214,7.05653746183007,1.13938698213415,6.19327548276241,5.89266046677835e-10,1.76476068618465e-09
"hsa-mir-193b",14.5972110375954,7.92725927947939,1.2798224205763,6.19403063427329,5.86448210171476e-10,1.76476068618465e-09
"hsa-miR-28-5p",8.86912605056967,-6.7936450548323,1.10637436143401,-6.14045777961341,8.22840035153805e-10,2.45164133550954e-09
"hsa-miR-24-2-5p",9.09525621794631,-6.87043881528353,1.12140930569408,-6.12661120288383,8.97704726417589e-10,2.66105329616642e-09
"hsa-miR-1843",6.28597311554541,-7.01107157702426,1.14466311978035,-6.1250087085619,9.06786467761983e-10,2.67432963334879e-09
"hsa-mir-30b",7.16420723831165,6.92378411882074,1.17584458734043,5.88834969634995,3.90071070904956e-09,1.14460248583727e-08
"hsa-mir-204",4.66289901027683,6.32699171638247,1.07871936907552,5.86528053334653,4.48373966963237e-09,1.30907173269166e-08
"hsa-miR-148a-5p",8.93377890840743,-7.4847609863025,1.27667609036041,-5.86269378961234,4.55417612187446e-09,1.32298816340453e-08
"hsa-mir-132",5.01981477808603,6.43611505934872,1.09872863895227,5.85778401615716,4.69084154547059e-09,1.35590991936239e-08
"hsa-miR-30b-5p",8.4711254502876,-7.41656766154241,1.26834098506639,-5.84745565180504,4.99148852564333e-09,1.43567070960335e-08
"hsa-mir-149",3.56185751287385,5.95650014979639,1.01904624994548,5.8451715514532,5.06046479756281e-09,1.4483399248197e-08
"hsa-mir-7704",7.63934099688228,7.00626508657313,1.20052840197858,5.83598445070204,5.3473883018613e-09,1.5229571585203e-08
"hsa-mir-22",11.2876524027736,7.54729549189458,1.32563203577993,5.6933562920831,1.24566065678433e-08,3.53038459313021e-08
"hsa-miR-485-5p",13.356167712165,-7.34831569068889,1.298247309133,-5.66018172269217,1.51212787208749e-08,4.26478783341181e-08
"hsa-miR-345-5p",2.91343732757336,-5.70691677471404,1.01913970737049,-5.59973940122363,2.14674277072956e-08,6.02539879127477e-08
"hsa-mir-1843",5.65741859698312,6.57990202198504,1.19052323881091,5.52689927208564,3.25939967430063e-08,9.1043808210032e-08
